index,date,user_submitted_review,title,total_purchased,distribution_channel,author
1288,2019-05-02,1.0,A Technique for Producing Ideas,9.0,Online,James Webb Young
1289,2019-07-03,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
1290,2019-11-09,4.0,10% Happier,1.0,Online,Dan Harris
1292,2019-08-18,4.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1293,2019-04-09,5.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1294,2019-07-25,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1295,2019-04-23,4.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
1296,2019-10-25,,The 10X Rule,3.0,Online,Grant Cardone
1297,2019-11-27,,A Technique for Producing Ideas,5.0,Online,James Webb Young
1298,2019-12-23,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1299,2019-10-09,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1300,2019-05-13,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1301,2019-11-03,4.0,The 10X Rule,3.0,In-Person,Grant Cardone
1302,2019-05-19,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1304,2019-10-23,,The 10X Rule,3.0,Online,Grant Cardone
1305,2019-08-20,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1306,2019-06-16,5.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
1308,2019-03-31,5.0,A Technique for Producing Ideas,11.0,Online,James Webb Young
1309,2019-03-24,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
1310,2019-10-28,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1311,2019-12-28,5.0,A Technique for Producing Ideas,0.0,Online,James Webb Young
1312,2019-10-26,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1314,2019-03-03,5.0,10% Happier,2.0,Online,Dan Harris
1315,2019-09-27,5.0,The 10X Rule,1.0,In-Person,Grant Cardone
1316,2019-01-02,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1317,2019-01-27,5.0,The Art of Profitability,0.0,In-Person,Adrian Slywotzky
1318,2019-03-08,2.0,10% Happier,7.0,In-Person,Dan Harris
1319,2019-10-04,3.0,The 10X Rule,2.0,Online,Grant Cardone
1320,2019-03-09,1.0,10% Happier,0.0,In-Person,Dan Harris
1322,2019-01-04,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1323,2019-11-11,3.0,10% Happier,7.0,Online,Dan Harris
1324,2019-02-12,,The 10X Rule,7.0,Online,Grant Cardone
1325,2019-09-14,,10% Happier,4.0,Online,Dan Harris
1326,2019-03-19,4.0,The 10X Rule,4.0,Online,Grant Cardone
1327,2019-05-25,4.0,10% Happier,4.0,Online,Dan Harris
1328,2019-11-28,3.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
1329,2019-06-09,5.0,10% Happier,5.0,Online,Dan Harris
1330,2019-03-11,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1331,2019-09-03,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1332,2019-10-16,4.0,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
1333,2019-09-22,4.0,The 10X Rule,4.0,Online,Grant Cardone
1334,2019-04-26,,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
1336,2019-03-24,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1337,2019-04-30,1.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
1339,2019-12-21,,A Technique for Producing Ideas,3.0,Online,James Webb Young
1341,2019-10-07,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1342,2019-06-07,4.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
1343,2019-12-01,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1344,2019-05-06,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1346,2019-12-30,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1348,2019-02-28,4.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
1349,2019-06-07,5.0,10% Happier,4.0,Online,Dan Harris
1350,2019-06-05,4.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1352,2019-08-26,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1353,2019-06-25,5.0,The 10X Rule,4.0,Online,Grant Cardone
1354,2019-04-21,5.0,The 10X Rule,0.0,Online,Grant Cardone
1355,2019-01-03,3.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1356,2019-05-16,2.0,The 10X Rule,5.0,In-Person,Grant Cardone
1357,2019-10-23,1.0,The 10X Rule,3.0,Online,Grant Cardone
1358,2019-08-25,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1359,2019-02-15,3.0,The 10X Rule,2.0,Online,Grant Cardone
1360,2019-08-12,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1361,2019-10-26,2.0,The 10X Rule,2.0,In-Person,Grant Cardone
1362,2019-04-18,3.0,The Art of Profitability,8.0,Online,Adrian Slywotzky
1363,2019-09-13,2.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1365,2019-06-11,1.0,The 10X Rule,8.0,Online,Grant Cardone
1367,2019-07-20,4.0,The 10X Rule,3.0,In-Person,Grant Cardone
1368,2019-09-24,,The 10X Rule,1.0,Online,Grant Cardone
1369,2019-08-14,,A Technique for Producing Ideas,4.0,Online,James Webb Young
1370,2019-07-20,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1371,2019-04-29,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1372,2019-07-07,3.0,The 10X Rule,5.0,Online,Grant Cardone
1373,2019-07-31,3.0,10% Happier,4.0,In-Person,Dan Harris
1374,2019-11-28,1.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
1375,2019-05-28,3.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1376,2019-12-10,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1377,2019-07-19,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
1378,2019-06-28,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1379,2019-06-27,5.0,10% Happier,1.0,Online,Dan Harris
1381,2019-04-02,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1383,2019-08-14,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1384,2019-06-29,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
1386,2019-04-09,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1388,2019-03-10,2.0,A Technique for Producing Ideas,8.0,In-Person,James Webb Young
1389,2019-01-18,1.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
1390,2019-05-23,,The Art of Profitability,8.0,Online,Adrian Slywotzky
1391,2019-01-13,3.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
1392,2019-01-27,3.0,The 10X Rule,3.0,Online,Grant Cardone
1393,2019-03-02,4.0,10% Happier,2.0,Online,Dan Harris
1394,2019-04-21,3.0,10% Happier,1.0,Online,Dan Harris
1395,2019-09-03,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1397,2019-06-01,5.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
1398,2019-10-03,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1399,2019-12-30,,A Technique for Producing Ideas,5.0,Online,James Webb Young
1400,2019-03-22,2.0,The Art of War,7.0,Online,Sun Tzu
1402,2019-04-30,,The 10X Rule,4.0,Online,Grant Cardone
1403,2019-03-09,1.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
1405,2019-02-13,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1406,2019-02-11,,The 10X Rule,2.0,In-Person,Grant Cardone
1409,2019-07-22,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1410,2019-06-15,4.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
1411,2019-07-16,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1412,2019-07-06,4.0,The Art of Profitability,8.0,Online,Adrian Slywotzky
1413,2019-03-24,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1414,2019-03-13,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1416,2019-10-12,,The Art of Profitability,2.0,Online,Adrian Slywotzky
1417,2019-08-22,1.0,The 10X Rule,7.0,Online,Grant Cardone
1418,2019-09-11,1.0,The 10X Rule,3.0,In-Person,Grant Cardone
1419,2019-04-06,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1420,2019-12-03,5.0,10% Happier,5.0,In-Person,Dan Harris
1421,2019-07-28,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
1422,2019-03-07,,A Technique for Producing Ideas,4.0,Online,James Webb Young
1423,2019-02-03,5.0,The 10X Rule,2.0,Online,Grant Cardone
1424,2019-08-27,,The Art of Profitability,5.0,Online,Adrian Slywotzky
1425,2019-02-25,5.0,The 10X Rule,3.0,Online,Grant Cardone
1426,2019-05-26,,The 10X Rule,6.0,Online,Grant Cardone
1427,2019-05-04,5.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
1428,2019-06-06,3.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1429,2019-07-27,,The 10X Rule,4.0,Online,Grant Cardone
1430,2019-07-16,4.0,The 10X Rule,6.0,Online,Grant Cardone
1431,2019-05-12,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1432,2019-05-25,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1434,2019-12-28,4.0,The 10X Rule,2.0,Online,Grant Cardone
1435,2019-11-11,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1436,2019-11-01,,A Technique for Producing Ideas,8.0,In-Person,James Webb Young
1437,2019-03-13,1.0,The Art of Profitability,7.0,In-Person,Adrian Slywotzky
1438,2019-09-03,3.0,The Art of War,2.0,Online,Sun Tzu
1439,2019-01-04,,The 10X Rule,3.0,Online,Grant Cardone
1442,2019-09-07,,The 10X Rule,2.0,In-Person,Grant Cardone
1443,2019-12-29,,The 10X Rule,7.0,Online,Grant Cardone
1444,2019-10-09,5.0,The 10X Rule,4.0,Online,Grant Cardone
1445,2019-01-30,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1446,2019-03-13,4.0,The 10X Rule,9.0,In-Person,Grant Cardone
1448,2019-08-21,1.0,10% Happier,2.0,In-Person,Dan Harris
1449,2019-12-02,1.0,The 10X Rule,8.0,In-Person,Grant Cardone
1450,2019-01-01,1.0,The 10X Rule,7.0,Online,Grant Cardone
1451,2019-01-15,3.0,The 10X Rule,4.0,Online,Grant Cardone
1452,2019-10-02,,A Technique for Producing Ideas,6.0,Online,James Webb Young
1453,2019-07-13,2.0,The 10X Rule,3.0,In-Person,Grant Cardone
1454,2019-02-10,3.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
1455,2019-06-22,1.0,The 10X Rule,7.0,Online,Grant Cardone
1456,2019-04-10,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1457,2019-12-21,1.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
1458,2019-12-31,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1459,2019-01-31,5.0,The 10X Rule,4.0,Online,Grant Cardone
1460,2019-01-05,5.0,10% Happier,7.0,In-Person,Dan Harris
1463,2019-07-04,,A Technique for Producing Ideas,1.0,Online,James Webb Young
1465,2019-01-11,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1466,2019-10-20,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1467,2019-10-01,3.0,The 10X Rule,3.0,Online,Grant Cardone
1471,2019-10-30,1.0,The 10X Rule,2.0,In-Person,Grant Cardone
1472,2019-06-01,1.0,The Art of Profitability,0.0,Online,Adrian Slywotzky
1473,2019-11-25,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1474,2019-01-15,2.0,10% Happier,3.0,In-Person,Dan Harris
1475,2019-04-11,,A Technique for Producing Ideas,1.0,Online,James Webb Young
1476,2019-03-31,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1477,2019-03-23,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1478,2019-07-11,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1479,2019-05-11,3.0,10% Happier,1.0,Online,Dan Harris
1480,2019-12-29,5.0,The 10X Rule,5.0,Online,Grant Cardone
1481,2019-05-06,,The Art of Profitability,4.0,Online,Adrian Slywotzky
1482,2019-07-01,,10% Happier,9.0,Online,Dan Harris
1483,2019-03-30,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1484,2019-04-02,3.0,10% Happier,4.0,Online,Dan Harris
1485,2019-02-25,,The 10X Rule,5.0,Online,Grant Cardone
1486,2019-10-21,,A Technique for Producing Ideas,5.0,Online,James Webb Young
1487,2019-05-29,2.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1488,2019-07-25,,The Art of Profitability,3.0,Online,Adrian Slywotzky
1489,2019-08-19,5.0,The 10X Rule,5.0,Online,Grant Cardone
1490,2019-07-18,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1491,2019-04-02,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1492,2019-09-09,5.0,10% Happier,2.0,Online,Dan Harris
1493,2019-05-31,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1494,2019-11-05,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1495,2019-01-11,2.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
1496,2019-09-27,4.0,The 10X Rule,3.0,Online,Grant Cardone
1497,2019-01-05,3.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1498,2019-12-11,,10% Happier,4.0,Online,Dan Harris
1499,2019-03-04,3.0,A Technique for Producing Ideas,8.0,Online,James Webb Young
1500,2019-06-03,2.0,The 10X Rule,4.0,Online,Grant Cardone
1502,2019-03-27,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1504,2019-07-23,4.0,A Technique for Producing Ideas,9.0,Online,James Webb Young
1505,2019-02-07,4.0,The 10X Rule,2.0,In-Person,Grant Cardone
1506,2019-05-20,1.0,The 10X Rule,2.0,In-Person,Grant Cardone
1507,2019-05-05,4.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1508,2019-03-26,5.0,10% Happier,2.0,Online,Dan Harris
1510,2019-05-09,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1511,2019-06-22,1.0,10% Happier,6.0,Online,Dan Harris
1512,2019-01-31,4.0,The Art of War,3.0,In-Person,Sun Tzu
1513,2019-10-01,,A Technique for Producing Ideas,5.0,Online,James Webb Young
1514,2019-04-19,1.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1516,2019-05-26,2.0,The 10X Rule,4.0,In-Person,Grant Cardone
1518,2019-08-07,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
1519,2019-08-18,4.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
1520,2019-03-01,4.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1521,2019-07-16,,The 10X Rule,5.0,In-Person,Grant Cardone
1522,2019-07-08,2.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1523,2019-11-01,3.0,10% Happier,1.0,Online,Dan Harris
1526,2019-07-08,4.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
1527,2019-02-24,1.0,The 10X Rule,4.0,Online,Grant Cardone
1528,2019-04-18,3.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
1529,2019-11-26,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1530,2019-01-15,4.0,The 10X Rule,3.0,In-Person,Grant Cardone
1531,2019-12-22,,The Art of Profitability,3.0,Online,Adrian Slywotzky
1532,2019-10-30,2.0,The 10X Rule,3.0,Online,Grant Cardone
1533,2019-05-25,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1534,2019-06-10,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1535,2019-12-02,5.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
1536,2019-06-29,4.0,10% Happier,2.0,In-Person,Dan Harris
1537,2019-01-21,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1538,2019-07-26,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1539,2019-07-15,,A Technique for Producing Ideas,6.0,Online,James Webb Young
1540,2019-02-09,4.0,10% Happier,1.0,Online,Dan Harris
1541,2019-07-28,3.0,The 10X Rule,5.0,Online,Grant Cardone
1542,2019-02-21,5.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1543,2019-06-16,5.0,10% Happier,4.0,Online,Dan Harris
1544,2019-04-22,5.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
1545,2019-08-24,5.0,The 10X Rule,5.0,In-Person,Grant Cardone
1546,2019-08-31,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1547,2019-08-11,3.0,10% Happier,5.0,Online,Dan Harris
1548,2019-09-05,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1549,2019-04-09,2.0,10% Happier,2.0,Online,Dan Harris
1550,2019-03-19,3.0,10% Happier,4.0,Online,Dan Harris
1551,2019-09-03,,The 10X Rule,5.0,Online,Grant Cardone
1552,2019-05-10,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1553,2019-09-22,,A Technique for Producing Ideas,3.0,Online,James Webb Young
1554,2019-09-17,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1555,2019-09-26,4.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
1556,2019-12-29,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1558,2019-05-12,5.0,The 10X Rule,3.0,Online,Grant Cardone
1559,2019-12-27,3.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1560,2019-04-10,2.0,10% Happier,3.0,Online,Dan Harris
1561,2019-06-17,,The Art of Profitability,3.0,Online,Adrian Slywotzky
1562,2019-12-12,,The 10X Rule,4.0,In-Person,Grant Cardone
1564,2019-03-12,,The Art of Profitability,4.0,Online,Adrian Slywotzky
1565,2019-04-18,5.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
1567,2019-02-13,5.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1569,2019-06-05,5.0,10% Happier,4.0,In-Person,Dan Harris
1570,2019-12-20,2.0,The 10X Rule,8.0,Online,Grant Cardone
1571,2019-11-15,5.0,10% Happier,4.0,Online,Dan Harris
1573,2019-07-13,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
1574,2019-05-30,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
1575,2019-11-21,4.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1576,2019-07-21,4.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
1577,2019-09-28,5.0,The 10X Rule,7.0,Online,Grant Cardone
1578,2019-06-12,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1579,2019-10-24,4.0,The 10X Rule,5.0,Online,Grant Cardone
1580,2019-09-02,,The 10X Rule,5.0,Online,Grant Cardone
1582,2019-04-22,1.0,The 10X Rule,5.0,Online,Grant Cardone
1583,2019-03-19,3.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1584,2019-07-23,4.0,10% Happier,3.0,Online,Dan Harris
1585,2019-01-30,4.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1586,2019-06-13,5.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
1587,2019-05-11,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
1588,2019-06-18,3.0,The 10X Rule,4.0,In-Person,Grant Cardone
1589,2019-12-19,1.0,10% Happier,2.0,Online,Dan Harris
1590,2019-10-22,,The 10X Rule,6.0,Online,Grant Cardone
1591,2019-10-06,4.0,The 10X Rule,6.0,Online,Grant Cardone
1592,2019-12-23,3.0,10% Happier,3.0,Online,Dan Harris
1593,2019-04-23,2.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
1594,2019-08-01,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1596,2019-10-02,3.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
1597,2019-08-06,1.0,The 10X Rule,2.0,Online,Grant Cardone
1598,2019-12-09,4.0,10% Happier,7.0,In-Person,Dan Harris
1599,2019-03-31,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1602,2019-02-20,,The 10X Rule,4.0,Online,Grant Cardone
1604,2019-11-05,3.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
1605,2019-08-15,1.0,The 10X Rule,8.0,Online,Grant Cardone
1606,2019-03-24,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1607,2019-06-01,4.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1609,2019-07-04,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1610,2019-08-29,2.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
1611,2019-07-14,,A Technique for Producing Ideas,6.0,Online,James Webb Young
1612,2019-04-22,5.0,The 10X Rule,3.0,Online,Grant Cardone
1613,2019-10-03,3.0,10% Happier,7.0,Online,Dan Harris
1614,2019-04-11,5.0,The Art of War,2.0,Online,Sun Tzu
1616,2019-07-18,,The Art of Profitability,1.0,Online,Adrian Slywotzky
1617,2019-02-28,,The Art of War,5.0,Online,Sun Tzu
1618,2019-05-10,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
1619,2019-08-29,2.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
1620,2019-07-11,3.0,The 10X Rule,6.0,Online,Grant Cardone
1621,2019-06-03,,The Art of Profitability,6.0,Online,Adrian Slywotzky
1622,2019-06-01,4.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1623,2019-04-04,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1624,2019-12-22,1.0,A Technique for Producing Ideas,8.0,In-Person,James Webb Young
1625,2019-12-10,5.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
1626,2019-06-07,,The 10X Rule,8.0,Online,Grant Cardone
1627,2019-03-30,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1628,2019-12-08,,The Art of Profitability,3.0,Online,Adrian Slywotzky
1629,2019-01-25,1.0,The 10X Rule,5.0,In-Person,Grant Cardone
1630,2019-04-23,3.0,The Art of Profitability,7.0,In-Person,Adrian Slywotzky
1632,2019-01-10,2.0,The 10X Rule,1.0,Online,Grant Cardone
1634,2019-02-22,5.0,10% Happier,3.0,Online,Dan Harris
1635,2019-09-10,1.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1636,2019-02-09,3.0,A Technique for Producing Ideas,10.0,Online,James Webb Young
1637,2019-05-24,3.0,The 10X Rule,3.0,Online,Grant Cardone
1638,2019-12-31,4.0,The 10X Rule,5.0,Online,Grant Cardone
1640,2019-05-01,5.0,The 10X Rule,1.0,Online,Grant Cardone
1641,2019-02-23,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1643,2019-04-20,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1644,2019-11-07,4.0,The 10X Rule,2.0,Online,Grant Cardone
1645,2019-12-04,4.0,10% Happier,8.0,Online,Dan Harris
1646,2019-12-05,3.0,The 10X Rule,2.0,Online,Grant Cardone
1647,2019-05-28,,A Technique for Producing Ideas,5.0,Online,James Webb Young
1648,2019-07-26,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1649,2019-10-04,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
1650,2019-03-19,3.0,The Art of Profitability,9.0,Online,Adrian Slywotzky
1651,2019-07-29,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
1652,2019-11-26,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1653,2019-10-11,4.0,The 10X Rule,7.0,Online,Grant Cardone
1654,2019-08-02,5.0,10% Happier,2.0,Online,Dan Harris
1655,2019-04-06,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1657,2019-09-12,3.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
1659,2019-02-20,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
1660,2019-08-10,1.0,The 10X Rule,4.0,In-Person,Grant Cardone
1661,2019-09-03,5.0,A Technique for Producing Ideas,0.0,In-Person,James Webb Young
1662,2019-06-18,4.0,10% Happier,4.0,Online,Dan Harris
1663,2019-06-28,5.0,The 10X Rule,6.0,Online,Grant Cardone
1664,2019-07-13,2.0,The 10X Rule,3.0,Online,Grant Cardone
1665,2019-02-04,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1666,2019-10-05,2.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1667,2019-12-20,,The 10X Rule,7.0,Online,Grant Cardone
1668,2019-04-16,5.0,The 10X Rule,1.0,Online,Grant Cardone
1669,2019-02-16,,A Technique for Producing Ideas,6.0,Online,James Webb Young
1670,2019-07-11,3.0,10% Happier,5.0,Online,Dan Harris
1671,2019-11-21,2.0,The 10X Rule,5.0,Online,Grant Cardone
1672,2019-10-04,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1673,2019-10-19,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
1674,2019-01-21,4.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
1675,2019-12-27,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1676,2019-05-29,3.0,The 10X Rule,5.0,In-Person,Grant Cardone
1678,2019-12-14,5.0,10% Happier,2.0,Online,Dan Harris
1679,2019-03-31,2.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
1680,2019-01-09,5.0,The 10X Rule,1.0,Online,Grant Cardone
1681,2019-06-30,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
1683,2019-10-11,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
1684,2019-03-12,,The 10X Rule,5.0,Online,Grant Cardone
1685,2019-07-20,5.0,The 10X Rule,6.0,Online,Grant Cardone
1686,2019-05-07,4.0,10% Happier,7.0,Online,Dan Harris
1687,2019-06-08,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
1688,2019-09-02,4.0,10% Happier,3.0,Online,Dan Harris
1689,2019-11-13,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1691,2019-12-21,3.0,The 10X Rule,7.0,Online,Grant Cardone
1692,2019-08-14,5.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
1695,2019-03-02,,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
1696,2019-02-13,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1697,2019-05-31,2.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1698,2019-11-29,4.0,The 10X Rule,7.0,Online,Grant Cardone
1699,2019-07-06,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
1700,2019-06-12,5.0,The 10X Rule,3.0,Online,Grant Cardone
1701,2019-10-17,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
1702,2019-05-05,1.0,The 10X Rule,9.0,Online,Grant Cardone
1703,2019-06-28,2.0,The 10X Rule,3.0,Online,Grant Cardone
1704,2019-06-19,,A Technique for Producing Ideas,2.0,Online,James Webb Young
1705,2019-11-27,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
1706,2019-03-16,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
1707,2019-05-22,1.0,The 10X Rule,7.0,In-Person,Grant Cardone
1709,2019-08-11,5.0,The 10X Rule,4.0,Online,Grant Cardone
1711,2019-02-15,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
